order_id,order_date,order_time,pizza_id,pizza_name,pizza_category,pizza_size,quantity,unit_price,total_price
13099,2024-11-29,17:42:00,P01,Margherita,Classic,Medium,1,8.0,8.0
13100,2024-12-16,14:38:00,P06,Buffalo Chicken,Chicken,Small,1,8.92,8.92
13101,2024-12-13,18:18:00,P02,Pepperoni,Classic,Large,4,15.0,60.0
13102,2024-10-16,18:54:00,P11,Cheese Burst,Cheese,Large,1,20.62,20.62
13103,2024-08-01,14:27:00,P13,Farmhouse,Specialty,Medium,4,17.5,70.0
13104,2024-08-30,14:17:00,P06,Buffalo Chicken,Chicken,Medium,1,10.5,10.5
13105,2024-04-26,16:10:00,P03,Hawaiian,Classic,Small,2,13.6,27.2
13106,2024-02-11,20:54:00,P06,Buffalo Chicken,Chicken,Large,1,13.12,13.12
13107,2024-10-17,17:36:00,P10,Four Cheese,Cheese,Large,1,15.62,15.62
13108,2024-03-27,10:00:00,P01,Margherita,Classic,Large,1,10.0,10.0
13109,2024-03-24,14:28:00,P08,Veggie Supreme,Veggie,Large,1,19.38,19.38
13110,2024-06-02,12:37:00,P09,Spinach Feta,Veggie,Large,1,11.88,11.88
13111,2024-09-15,14:58:00,P09,Spinach Feta,Veggie,Large,1,11.88,11.88
13112,2024-01-13,10:34:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
13113,2024-03-27,12:52:00,P10,Four Cheese,Cheese,Medium,2,12.5,25.0
13114,2024-11-06,22:01:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
13115,2024-07-13,13:47:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
13116,2024-09-01,21:56:00,P13,Farmhouse,Specialty,Medium,1,17.5,17.5
13117,2024-11-24,13:24:00,P11,Cheese Burst,Cheese,Small,1,14.03,14.03
13118,2024-02-21,11:57:00,P01,Margherita,Classic,Medium,1,8.0,8.0
13119,2024-10-21,13:11:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
13120,2024-02-09,17:59:00,P03,Hawaiian,Classic,Medium,2,16.0,32.0
13121,2024-08-03,15:08:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
13122,2024-12-31,13:04:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
13123,2024-10-02,14:01:00,P01,Margherita,Classic,Small,3,6.8,20.4
13124,2024-04-15,17:08:00,P06,Buffalo Chicken,Chicken,Large,2,13.12,26.24
13125,2024-06-15,16:29:00,P11,Cheese Burst,Cheese,Medium,1,16.5,16.5
13126,2024-07-28,19:43:00,P09,Spinach Feta,Veggie,Medium,2,9.5,19.0
13127,2024-02-12,19:44:00,P10,Four Cheese,Cheese,Small,1,10.62,10.62
13128,2024-02-17,14:21:00,P01,Margherita,Classic,Medium,2,8.0,16.0
13129,2024-05-07,14:05:00,P14,Mexican Green,Specialty,Medium,1,10.0,10.0
13130,2024-07-20,20:01:00,P12,Paneer Tikka,Specialty,Large,2,16.25,32.5
13131,2024-11-22,13:36:00,P12,Paneer Tikka,Specialty,Large,4,16.25,65.0
13132,2024-03-23,14:27:00,P12,Paneer Tikka,Specialty,Medium,1,13.0,13.0
13133,2024-08-09,19:37:00,P14,Mexican Green,Specialty,Medium,2,10.0,20.0
13134,2024-03-06,12:59:00,P08,Veggie Supreme,Veggie,Medium,1,15.5,15.5
13135,2024-02-16,19:48:00,P03,Hawaiian,Classic,XL,1,24.0,24.0
13136,2024-12-24,18:01:00,P09,Spinach Feta,Veggie,XL,1,14.25,14.25
13137,2024-11-30,12:04:00,P11,Cheese Burst,Cheese,Medium,1,16.5,16.5
13138,2024-09-02,17:35:00,P11,Cheese Burst,Cheese,Large,2,20.62,41.24
13139,2024-06-26,12:39:00,P07,Veggie Garden,Veggie,Large,1,14.38,14.38
13140,2024-04-28,15:36:00,P01,Margherita,Classic,Large,1,10.0,10.0
13141,2024-08-06,14:16:00,P05,Chicken Supreme,Chicken,Large,1,21.25,21.25
13142,2024-11-13,15:44:00,P14,Mexican Green,Specialty,XL,1,15.0,15.0
13143,2024-06-17,17:11:00,P08,Veggie Supreme,Veggie,Medium,3,15.5,46.5
13144,2024-10-13,10:42:00,P08,Veggie Supreme,Veggie,Medium,1,15.5,15.5
13145,2024-12-14,15:02:00,P03,Hawaiian,Classic,Large,2,20.0,40.0
13146,2024-10-20,18:53:00,P05,Chicken Supreme,Chicken,Large,2,21.25,42.5
13147,2024-10-04,15:31:00,P13,Farmhouse,Specialty,Large,2,21.88,43.76
13148,2024-06-19,22:09:00,P10,Four Cheese,Cheese,Medium,1,12.5,12.5
13149,2024-02-01,20:03:00,P12,Paneer Tikka,Specialty,Medium,2,13.0,26.0
13150,2024-02-14,17:19:00,P06,Buffalo Chicken,Chicken,Small,1,8.92,8.92
13151,2024-08-26,16:00:00,P09,Spinach Feta,Veggie,Medium,3,9.5,28.5
13152,2024-07-06,18:25:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
13153,2024-07-19,16:39:00,P10,Four Cheese,Cheese,XL,1,18.75,18.75
13154,2024-05-09,19:13:00,P06,Buffalo Chicken,Chicken,Medium,1,10.5,10.5
13155,2024-07-08,21:30:00,P06,Buffalo Chicken,Chicken,Large,2,13.12,26.24
13156,2024-06-02,16:48:00,P10,Four Cheese,Cheese,Medium,1,12.5,12.5
13157,2024-12-04,15:52:00,P14,Mexican Green,Specialty,Large,1,12.5,12.5
13158,2024-01-05,18:05:00,P01,Margherita,Classic,Medium,1,8.0,8.0
13159,2024-02-04,11:13:00,P12,Paneer Tikka,Specialty,Large,3,16.25,48.75
13160,2024-01-25,19:35:00,P04,BBQ Chicken,Chicken,Medium,2,13.5,27.0
13161,2024-07-21,14:40:00,P06,Buffalo Chicken,Chicken,Medium,1,10.5,10.5
13162,2024-08-16,16:17:00,P01,Margherita,Classic,Medium,1,8.0,8.0
13163,2024-06-26,13:55:00,P04,BBQ Chicken,Chicken,Medium,1,13.5,13.5
13164,2024-05-09,19:22:00,P07,Veggie Garden,Veggie,Large,1,14.38,14.38
13165,2024-10-14,22:12:00,P01,Margherita,Classic,Large,3,10.0,30.0
13166,2024-08-04,19:21:00,P07,Veggie Garden,Veggie,XL,1,17.25,17.25
13167,2024-01-27,10:25:00,P14,Mexican Green,Specialty,Large,1,12.5,12.5
13168,2024-01-14,14:13:00,P02,Pepperoni,Classic,XL,1,18.0,18.0
13169,2024-11-20,14:03:00,P11,Cheese Burst,Cheese,Large,1,20.62,20.62
13170,2024-02-24,22:24:00,P05,Chicken Supreme,Chicken,Medium,1,17.0,17.0
13171,2024-02-14,13:49:00,P10,Four Cheese,Cheese,Medium,1,12.5,12.5
13172,2024-03-06,16:03:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
13173,2024-05-27,10:51:00,P02,Pepperoni,Classic,Small,1,10.2,10.2
13174,2024-01-06,11:19:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
13175,2024-05-02,16:44:00,P01,Margherita,Classic,Small,1,6.8,6.8
13176,2024-04-14,11:39:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
13177,2024-08-25,15:23:00,P10,Four Cheese,Cheese,Medium,2,12.5,25.0
13178,2024-03-22,20:00:00,P13,Farmhouse,Specialty,Medium,1,17.5,17.5
13179,2024-12-08,22:40:00,P12,Paneer Tikka,Specialty,Large,2,16.25,32.5
13180,2024-12-26,11:47:00,P10,Four Cheese,Cheese,Large,2,15.62,31.24
13181,2024-12-21,22:16:00,P02,Pepperoni,Classic,XL,2,18.0,36.0
13182,2024-06-19,16:01:00,P04,BBQ Chicken,Chicken,Medium,1,13.5,13.5
13183,2024-03-08,21:33:00,P04,BBQ Chicken,Chicken,Medium,1,13.5,13.5
13184,2024-01-01,16:05:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
13185,2024-09-28,11:45:00,P07,Veggie Garden,Veggie,Medium,2,11.5,23.0
13186,2024-04-25,21:26:00,P07,Veggie Garden,Veggie,Medium,1,11.5,11.5
13187,2024-01-19,21:34:00,P05,Chicken Supreme,Chicken,Medium,2,17.0,34.0
13188,2024-11-19,10:48:00,P04,BBQ Chicken,Chicken,XL,3,20.25,60.75
13189,2024-01-07,14:50:00,P12,Paneer Tikka,Specialty,Small,1,11.05,11.05
13190,2024-06-01,14:57:00,P12,Paneer Tikka,Specialty,Medium,1,13.0,13.0
13191,2024-04-24,18:16:00,P04,BBQ Chicken,Chicken,Medium,2,13.5,27.0
13192,2024-03-02,18:13:00,P13,Farmhouse,Specialty,Large,1,21.88,21.88
13193,2024-09-14,17:14:00,P14,Mexican Green,Specialty,Medium,1,10.0,10.0
13194,2024-02-17,12:32:00,P04,BBQ Chicken,Chicken,Medium,3,13.5,40.5
13195,2024-11-06,21:18:00,P04,BBQ Chicken,Chicken,Small,1,11.47,11.47
13196,2024-08-31,14:00:00,P07,Veggie Garden,Veggie,Medium,3,11.5,34.5
13197,2024-08-22,20:08:00,P14,Mexican Green,Specialty,Small,2,8.5,17.0
13198,2024-04-12,11:28:00,P13,Farmhouse,Specialty,Medium,2,17.5,35.0
13199,2024-10-28,20:01:00,P02,Pepperoni,Classic,Small,1,10.2,10.2
13200,2024-04-08,17:52:00,P05,Chicken Supreme,Chicken,Large,1,21.25,21.25
13201,2024-11-08,12:47:00,P08,Veggie Supreme,Veggie,Medium,1,15.5,15.5
13202,2024-01-22,13:07:00,P07,Veggie Garden,Veggie,Large,1,14.38,14.38
13203,2024-11-11,10:35:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
13204,2024-08-04,22:00:00,P13,Farmhouse,Specialty,Medium,1,17.5,17.5
13205,2024-02-25,11:03:00,P10,Four Cheese,Cheese,Small,1,10.62,10.62
13206,2024-07-30,17:26:00,P12,Paneer Tikka,Specialty,Medium,1,13.0,13.0
13207,2024-06-26,16:34:00,P13,Farmhouse,Specialty,Medium,2,17.5,35.0
13208,2024-06-01,14:13:00,P11,Cheese Burst,Cheese,Medium,1,16.5,16.5
13209,2024-02-13,17:30:00,P06,Buffalo Chicken,Chicken,Large,1,13.12,13.12
13210,2024-07-15,10:56:00,P09,Spinach Feta,Veggie,Large,2,11.88,23.76
13211,2024-03-14,20:59:00,P02,Pepperoni,Classic,Large,4,15.0,60.0
13212,2024-07-01,13:54:00,P10,Four Cheese,Cheese,Small,1,10.62,10.62
13213,2024-11-20,19:45:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
13214,2024-02-10,11:19:00,P10,Four Cheese,Cheese,Small,1,10.62,10.62
13215,2024-01-06,20:52:00,P03,Hawaiian,Classic,Large,3,20.0,60.0
13216,2024-09-29,18:56:00,P02,Pepperoni,Classic,Medium,2,12.0,24.0
13217,2024-11-18,13:35:00,P02,Pepperoni,Classic,Small,2,10.2,20.4
13218,2024-03-30,17:53:00,P01,Margherita,Classic,Large,1,10.0,10.0
13219,2024-08-26,11:19:00,P10,Four Cheese,Cheese,Medium,1,12.5,12.5
13220,2024-03-21,12:19:00,P11,Cheese Burst,Cheese,Medium,1,16.5,16.5
13221,2024-03-20,17:50:00,P07,Veggie Garden,Veggie,Small,2,9.78,19.56
13222,2024-11-04,10:03:00,P02,Pepperoni,Classic,Medium,2,12.0,24.0
13223,2024-09-30,13:52:00,P01,Margherita,Classic,Large,3,10.0,30.0
13224,2024-10-17,15:59:00,P01,Margherita,Classic,Medium,1,8.0,8.0
13225,2024-03-03,11:20:00,P02,Pepperoni,Classic,XL,1,18.0,18.0
13226,2024-11-20,22:40:00,P13,Farmhouse,Specialty,Small,1,14.88,14.88
13227,2024-11-05,16:29:00,P03,Hawaiian,Classic,Medium,2,16.0,32.0
13228,2024-02-25,18:13:00,P04,BBQ Chicken,Chicken,Large,2,16.88,33.76
13229,2024-05-28,17:33:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
13230,2024-01-25,11:44:00,P03,Hawaiian,Classic,Small,1,13.6,13.6
13231,2024-04-04,21:52:00,P07,Veggie Garden,Veggie,Medium,1,11.5,11.5
13232,2024-10-30,15:47:00,P09,Spinach Feta,Veggie,Medium,1,9.5,9.5
13233,2024-05-11,17:41:00,P03,Hawaiian,Classic,Large,2,20.0,40.0
13234,2024-12-04,20:28:00,P01,Margherita,Classic,Large,1,10.0,10.0
13235,2024-12-03,12:39:00,P05,Chicken Supreme,Chicken,Large,2,21.25,42.5
13236,2024-11-26,14:29:00,P03,Hawaiian,Classic,Large,1,20.0,20.0
13237,2024-07-29,14:24:00,P03,Hawaiian,Classic,Medium,2,16.0,32.0
13238,2024-03-04,12:11:00,P14,Mexican Green,Specialty,Medium,1,10.0,10.0
13239,2024-12-11,16:55:00,P09,Spinach Feta,Veggie,Large,2,11.88,23.76
13240,2024-04-21,14:18:00,P08,Veggie Supreme,Veggie,XL,1,23.25,23.25
13241,2024-03-31,15:28:00,P05,Chicken Supreme,Chicken,Small,1,14.45,14.45
13242,2024-01-12,12:08:00,P06,Buffalo Chicken,Chicken,Medium,1,10.5,10.5
13243,2024-12-03,22:02:00,P08,Veggie Supreme,Veggie,Medium,1,15.5,15.5
13244,2024-03-27,19:23:00,P10,Four Cheese,Cheese,Medium,1,12.5,12.5
13245,2024-11-04,14:36:00,P10,Four Cheese,Cheese,Medium,1,12.5,12.5
13246,2024-01-04,18:53:00,P02,Pepperoni,Classic,Medium,3,12.0,36.0
13247,2024-01-28,22:07:00,P07,Veggie Garden,Veggie,Small,1,9.78,9.78
13248,2024-07-02,14:47:00,P05,Chicken Supreme,Chicken,Large,2,21.25,42.5
13249,2024-10-07,11:29:00,P13,Farmhouse,Specialty,Large,4,21.88,87.52
13250,2024-12-25,12:22:00,P09,Spinach Feta,Veggie,XL,1,14.25,14.25
13251,2024-06-05,18:29:00,P07,Veggie Garden,Veggie,Medium,2,11.5,23.0
13252,2024-09-23,14:26:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
13253,2024-12-16,10:00:00,P09,Spinach Feta,Veggie,Medium,1,9.5,9.5
13254,2024-04-21,19:33:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
13255,2024-03-20,20:03:00,P04,BBQ Chicken,Chicken,Medium,3,13.5,40.5
13256,2024-03-23,22:40:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
13257,2024-05-10,20:07:00,P10,Four Cheese,Cheese,Small,1,10.62,10.62
13258,2024-03-02,16:32:00,P03,Hawaiian,Classic,XL,1,24.0,24.0
13259,2024-05-15,18:23:00,P05,Chicken Supreme,Chicken,Large,3,21.25,63.75
13260,2024-01-17,20:28:00,P13,Farmhouse,Specialty,Large,1,21.88,21.88
13261,2024-10-25,16:08:00,P03,Hawaiian,Classic,Large,2,20.0,40.0
13262,2024-07-24,14:49:00,P07,Veggie Garden,Veggie,Medium,2,11.5,23.0
13263,2024-11-07,18:54:00,P06,Buffalo Chicken,Chicken,Large,2,13.12,26.24
13264,2024-08-07,22:36:00,P01,Margherita,Classic,Medium,3,8.0,24.0
13265,2024-11-23,15:27:00,P12,Paneer Tikka,Specialty,Large,2,16.25,32.5
13266,2024-10-18,10:05:00,P01,Margherita,Classic,Small,1,6.8,6.8
13267,2024-09-04,12:11:00,P07,Veggie Garden,Veggie,Medium,1,11.5,11.5
13268,2024-03-11,22:27:00,P08,Veggie Supreme,Veggie,Medium,1,15.5,15.5
13269,2024-12-26,10:52:00,P09,Spinach Feta,Veggie,Medium,1,9.5,9.5
13270,2024-01-24,22:18:00,P10,Four Cheese,Cheese,Medium,1,12.5,12.5
13271,2024-10-12,10:31:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
13272,2024-12-06,12:29:00,P01,Margherita,Classic,Large,1,10.0,10.0
13273,2024-12-17,16:26:00,P10,Four Cheese,Cheese,Medium,4,12.5,50.0
13274,2024-08-05,12:30:00,P07,Veggie Garden,Veggie,Medium,1,11.5,11.5
13275,2024-11-17,19:53:00,P12,Paneer Tikka,Specialty,Medium,3,13.0,39.0
13276,2024-01-10,15:18:00,P12,Paneer Tikka,Specialty,Medium,1,13.0,13.0
13277,2024-10-11,18:31:00,P12,Paneer Tikka,Specialty,Medium,2,13.0,26.0
13278,2024-01-17,12:44:00,P07,Veggie Garden,Veggie,Large,2,14.38,28.76
13279,2024-10-31,16:17:00,P04,BBQ Chicken,Chicken,Small,1,11.47,11.47
13280,2024-03-15,20:59:00,P12,Paneer Tikka,Specialty,Medium,1,13.0,13.0
13281,2024-02-21,13:12:00,P06,Buffalo Chicken,Chicken,Medium,1,10.5,10.5
13282,2024-03-28,20:19:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
13283,2024-08-30,19:27:00,P13,Farmhouse,Specialty,Medium,3,17.5,52.5
13284,2024-12-20,14:05:00,P13,Farmhouse,Specialty,Large,2,21.88,43.76
13285,2024-08-08,14:22:00,P07,Veggie Garden,Veggie,Medium,1,11.5,11.5
13286,2024-06-28,14:21:00,P01,Margherita,Classic,Medium,1,8.0,8.0
13287,2024-12-17,15:09:00,P05,Chicken Supreme,Chicken,Medium,1,17.0,17.0
13288,2024-06-22,20:48:00,P12,Paneer Tikka,Specialty,Medium,1,13.0,13.0
13289,2024-03-11,20:44:00,P13,Farmhouse,Specialty,Large,1,21.88,21.88
13290,2024-07-05,12:37:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
13291,2024-02-03,21:31:00,P01,Margherita,Classic,Medium,1,8.0,8.0
13292,2024-09-13,22:33:00,P13,Farmhouse,Specialty,Large,1,21.88,21.88
13293,2024-08-20,18:22:00,P05,Chicken Supreme,Chicken,Medium,1,17.0,17.0
13294,2024-08-29,14:19:00,P08,Veggie Supreme,Veggie,Large,2,19.38,38.76
13295,2024-07-28,11:41:00,P15,Truffle Mushroom,Specialty,Medium,1,19.0,19.0
13296,2024-03-12,11:49:00,P01,Margherita,Classic,Medium,4,8.0,32.0
13297,2024-01-11,20:50:00,P10,Four Cheese,Cheese,Large,3,15.62,46.86
13298,2024-10-25,19:07:00,P01,Margherita,Classic,Large,1,10.0,10.0
13299,2024-10-01,10:54:00,P05,Chicken Supreme,Chicken,Medium,1,17.0,17.0
13300,2024-09-15,14:43:00,P12,Paneer Tikka,Specialty,Large,2,16.25,32.5
13301,2024-04-05,15:15:00,P06,Buffalo Chicken,Chicken,Medium,3,10.5,31.5
13302,2024-04-01,21:15:00,P15,Truffle Mushroom,Specialty,Medium,2,19.0,38.0
13303,2024-11-02,10:24:00,P08,Veggie Supreme,Veggie,Small,1,13.17,13.17
13304,2024-01-18,19:05:00,P04,BBQ Chicken,Chicken,Small,4,11.47,45.88
13305,2024-11-29,11:15:00,P03,Hawaiian,Classic,Large,1,20.0,20.0
13306,2024-03-28,22:00:00,P04,BBQ Chicken,Chicken,Small,2,11.47,22.94
13307,2024-06-14,10:56:00,P05,Chicken Supreme,Chicken,Small,3,14.45,43.35
13308,2024-11-28,22:08:00,P01,Margherita,Classic,Large,1,10.0,10.0
13309,2024-01-06,18:29:00,P05,Chicken Supreme,Chicken,Small,3,14.45,43.35
13310,2024-11-08,14:45:00,P07,Veggie Garden,Veggie,Medium,1,11.5,11.5
13311,2024-11-29,13:33:00,P10,Four Cheese,Cheese,Medium,4,12.5,50.0
13312,2024-07-07,10:41:00,P10,Four Cheese,Cheese,Medium,1,12.5,12.5
13313,2024-03-18,12:16:00,P10,Four Cheese,Cheese,Large,3,15.62,46.86
13314,2024-10-12,20:28:00,P01,Margherita,Classic,Medium,1,8.0,8.0
13315,2024-09-19,18:45:00,P03,Hawaiian,Classic,Medium,2,16.0,32.0
13316,2024-01-23,13:13:00,P10,Four Cheese,Cheese,Large,1,15.62,15.62
13317,2024-05-27,17:51:00,P07,Veggie Garden,Veggie,Medium,1,11.5,11.5
13318,2024-03-21,18:50:00,P01,Margherita,Classic,Medium,1,8.0,8.0
13319,2024-04-03,10:56:00,P12,Paneer Tikka,Specialty,Large,2,16.25,32.5
13320,2024-10-09,20:45:00,P11,Cheese Burst,Cheese,Medium,1,16.5,16.5
13321,2024-12-16,22:25:00,P08,Veggie Supreme,Veggie,Medium,1,15.5,15.5
13322,2024-01-14,19:47:00,P01,Margherita,Classic,Small,1,6.8,6.8
13323,2024-05-07,14:27:00,P11,Cheese Burst,Cheese,Medium,3,16.5,49.5
13324,2024-09-27,18:50:00,P08,Veggie Supreme,Veggie,Small,1,13.17,13.17
13325,2024-11-05,20:43:00,P12,Paneer Tikka,Specialty,Medium,1,13.0,13.0
13326,2024-11-26,21:54:00,P11,Cheese Burst,Cheese,Large,1,20.62,20.62
13327,2024-07-15,21:07:00,P12,Paneer Tikka,Specialty,Medium,1,13.0,13.0
13328,2024-06-02,15:31:00,P07,Veggie Garden,Veggie,Medium,1,11.5,11.5
13329,2024-12-17,21:05:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
13330,2024-04-12,17:43:00,P10,Four Cheese,Cheese,Medium,3,12.5,37.5
13331,2024-07-07,11:22:00,P09,Spinach Feta,Veggie,Large,2,11.88,23.76
13332,2024-12-26,22:16:00,P11,Cheese Burst,Cheese,Medium,1,16.5,16.5
13333,2024-10-27,21:00:00,P02,Pepperoni,Classic,Small,1,10.2,10.2
13334,2024-03-11,22:13:00,P02,Pepperoni,Classic,Large,2,15.0,30.0
13335,2024-07-27,22:48:00,P13,Farmhouse,Specialty,Medium,1,17.5,17.5
13336,2024-04-07,20:57:00,P11,Cheese Burst,Cheese,XL,2,24.75,49.5
13337,2024-03-29,21:43:00,P13,Farmhouse,Specialty,Small,1,14.88,14.88
13338,2024-04-08,18:05:00,P11,Cheese Burst,Cheese,Medium,1,16.5,16.5
13339,2024-06-02,15:38:00,P08,Veggie Supreme,Veggie,Medium,1,15.5,15.5
13340,2024-10-09,17:58:00,P10,Four Cheese,Cheese,Small,2,10.62,21.24
13341,2024-01-31,12:23:00,P13,Farmhouse,Specialty,Large,1,21.88,21.88
13342,2024-01-15,15:05:00,P08,Veggie Supreme,Veggie,Large,1,19.38,19.38
13343,2024-09-23,12:47:00,P09,Spinach Feta,Veggie,Large,1,11.88,11.88
13344,2024-02-12,22:39:00,P02,Pepperoni,Classic,Medium,2,12.0,24.0
13345,2024-12-14,16:41:00,P07,Veggie Garden,Veggie,Medium,3,11.5,34.5
13346,2024-09-11,19:54:00,P10,Four Cheese,Cheese,Large,1,15.62,15.62
13347,2024-09-15,19:13:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
13348,2024-12-04,14:59:00,P03,Hawaiian,Classic,Large,3,20.0,60.0
13349,2024-05-28,18:12:00,P04,BBQ Chicken,Chicken,Medium,1,13.5,13.5
13350,2024-12-26,19:52:00,P03,Hawaiian,Classic,Small,1,13.6,13.6
13351,2024-10-26,14:37:00,P03,Hawaiian,Classic,Large,1,20.0,20.0
13352,2024-04-18,22:23:00,P06,Buffalo Chicken,Chicken,Large,2,13.12,26.24
13353,2024-06-14,20:28:00,P13,Farmhouse,Specialty,Large,1,21.88,21.88
13354,2024-06-21,21:47:00,P07,Veggie Garden,Veggie,Small,2,9.78,19.56
13355,2024-08-17,18:16:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
13356,2024-03-02,13:47:00,P01,Margherita,Classic,Medium,1,8.0,8.0
13357,2024-03-01,19:11:00,P10,Four Cheese,Cheese,Medium,2,12.5,25.0
13358,2024-05-16,12:09:00,P05,Chicken Supreme,Chicken,Medium,1,17.0,17.0
13359,2024-12-28,11:07:00,P12,Paneer Tikka,Specialty,Large,1,16.25,16.25
13360,2024-02-12,11:51:00,P10,Four Cheese,Cheese,Medium,2,12.5,25.0
13361,2024-02-08,16:32:00,P12,Paneer Tikka,Specialty,Medium,3,13.0,39.0
13362,2024-02-13,21:32:00,P03,Hawaiian,Classic,Medium,3,16.0,48.0
13363,2024-01-02,12:31:00,P10,Four Cheese,Cheese,Large,3,15.62,46.86
13364,2024-10-18,16:49:00,P03,Hawaiian,Classic,Medium,2,16.0,32.0
13365,2024-12-08,14:46:00,P14,Mexican Green,Specialty,Large,1,12.5,12.5
13366,2024-12-01,17:23:00,P09,Spinach Feta,Veggie,XL,1,14.25,14.25
13367,2024-04-13,21:24:00,P04,BBQ Chicken,Chicken,Large,2,16.88,33.76
13368,2024-09-19,15:06:00,P03,Hawaiian,Classic,XL,1,24.0,24.0
13369,2024-08-30,15:21:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
13370,2024-12-12,18:32:00,P10,Four Cheese,Cheese,Medium,1,12.5,12.5
13371,2024-06-21,16:31:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
13372,2024-09-13,19:44:00,P08,Veggie Supreme,Veggie,Medium,3,15.5,46.5
13373,2024-03-04,13:28:00,P03,Hawaiian,Classic,Small,1,13.6,13.6
13374,2024-03-10,14:10:00,P10,Four Cheese,Cheese,Large,1,15.62,15.62
13375,2024-09-03,18:29:00,P12,Paneer Tikka,Specialty,Medium,4,13.0,52.0
13376,2024-07-04,16:08:00,P11,Cheese Burst,Cheese,Large,1,20.62,20.62
13377,2024-02-24,15:50:00,P11,Cheese Burst,Cheese,Medium,1,16.5,16.5
13378,2024-10-28,10:25:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
13379,2024-08-02,12:41:00,P01,Margherita,Classic,XL,2,12.0,24.0
13380,2024-05-23,18:34:00,P10,Four Cheese,Cheese,Medium,2,12.5,25.0
13381,2024-06-27,22:45:00,P05,Chicken Supreme,Chicken,Large,2,21.25,42.5
13382,2024-09-19,11:57:00,P06,Buffalo Chicken,Chicken,Large,2,13.12,26.24
13383,2024-11-29,16:22:00,P01,Margherita,Classic,Medium,1,8.0,8.0
13384,2024-05-24,22:57:00,P03,Hawaiian,Classic,Medium,2,16.0,32.0
13385,2024-01-27,11:36:00,P01,Margherita,Classic,Medium,3,8.0,24.0
13386,2024-04-03,12:57:00,P13,Farmhouse,Specialty,Large,1,21.88,21.88
13387,2024-05-21,20:39:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
13388,2024-08-02,18:47:00,P08,Veggie Supreme,Veggie,Medium,4,15.5,62.0
13389,2024-05-10,19:00:00,P01,Margherita,Classic,Large,2,10.0,20.0
13390,2024-01-09,18:59:00,P10,Four Cheese,Cheese,Medium,3,12.5,37.5
13391,2024-11-27,10:15:00,P04,BBQ Chicken,Chicken,Large,3,16.88,50.64
13392,2024-12-15,17:45:00,P13,Farmhouse,Specialty,Large,1,21.88,21.88
13393,2024-10-28,19:32:00,P13,Farmhouse,Specialty,Large,2,21.88,43.76
13394,2024-12-23,18:50:00,P04,BBQ Chicken,Chicken,Large,1,16.88,16.88
13395,2024-10-04,12:10:00,P13,Farmhouse,Specialty,Medium,1,17.5,17.5
13396,2024-07-08,14:10:00,P15,Truffle Mushroom,Specialty,XL,2,28.5,57.0
13397,2024-09-26,16:58:00,P12,Paneer Tikka,Specialty,Medium,1,13.0,13.0
13398,2024-06-02,21:19:00,P12,Paneer Tikka,Specialty,Medium,2,13.0,26.0
13399,2024-09-03,14:00:00,P03,Hawaiian,Classic,Small,1,13.6,13.6
13400,2024-01-11,19:46:00,P08,Veggie Supreme,Veggie,XL,1,23.25,23.25
13401,2024-10-27,11:53:00,P01,Margherita,Classic,Large,1,10.0,10.0
13402,2024-10-05,13:59:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
13403,2024-03-16,22:01:00,P15,Truffle Mushroom,Specialty,Small,1,16.15,16.15
13404,2024-12-05,14:01:00,P04,BBQ Chicken,Chicken,Large,1,16.88,16.88
13405,2024-09-28,13:42:00,P11,Cheese Burst,Cheese,Large,4,20.62,82.48
13406,2024-04-11,10:00:00,P12,Paneer Tikka,Specialty,Large,1,16.25,16.25
13407,2024-01-09,14:17:00,P13,Farmhouse,Specialty,Medium,1,17.5,17.5
13408,2024-08-11,11:19:00,P15,Truffle Mushroom,Specialty,Medium,1,19.0,19.0
13409,2024-02-12,11:03:00,P03,Hawaiian,Classic,Small,1,13.6,13.6
